Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
127926.SH,CR 3.07% B250605,3.0641,102.1027,100,101.3349,2.6413,103.4377,,,,6/5/2020,3.3178,100,100,AAA,6/5/2025,Fixed Interest Rate,Simple interest,3.07%,1,6月5日,5,5,A/365,The interest payment will be postponed on the 5th of June every year,5,200
140496.SH,MOF (TIANJIN) 3.07% B261202,3.0678,100.5888,100,101.8926,2.6476,102.483,,,,12/2/2016,4.811,100,100,AAA,12/2/2026,Fixed Interest Rate,Simple interest,3.07%,2,6月2日,10,10,A/365,"Pay interest on December 2 and June 2 every year, and holidays are postponed",10,33.71
166800.SH,BTHIRI 3.07% B230508,3.0559,102.3382,100,100.0804,2.996,102.4186,,,,5/8/2020,1.2411,100,100,AAA,5/8/2023,Fixed Interest Rate,Simple interest,3.07%,1,5月8日,3,3,A/365F,"Pay interest on May 8 each year, and holidays are postponed",3,16
130922.SH,MOF (HUBEI) 3.07% B230418,3.0566,102.5065,100,101.0367,2.169,103.5432,,,,4/18/2016,1.1863,100,100,AAA,4/18/2023,Fixed Interest Rate,Simple interest,3.07%,1,4月18日,7,7,A/365,"Pay interest on April 18 every year, and postpone holidays",7,125
130841.SH,MOF (JIANGXI) 3.07% B260325,3.0697,101.1607,100,102.0229,2.5491,103.1932,,,,3/25/2016,4.1205,100,100,AAA,3/25/2026,Fixed Interest Rate,Simple interest,3.07%,2,3月25日,10,10,A/365,"Pay interest on March 25th and September 25th each year, and holidays are postponed",10,26.7
163271.SH,20Fengdian  03,2.7022,103.164,100.38,100.5963,2.5072,103.3803,,,,3/16/2020,1.0959,100,100,AAA,3/16/2023,Fixed Interest Rate,Simple interest,3.07%,1,3月16日,3,3,A/365F,"Interest is paid on March 16 every year, holidays are postponed",3,7
163220.SH,20 YANGMEI 03,3.6737,102.255,99.37,100.4198,2.661,103.3047,,,,3/4/2020,1.063,100,100,AAA,3/4/2023,Fixed Interest Rate,Simple interest,3.07%,1,3月4日,3,3,A/365F,"Pay interest on March 4 every year, and holidays are postponed",3,20
130789.SH,MOF (GUANGDONG) 3.07% B230302,5.5255,100.4318,97.53,100.9035,2.1924,103.8053,,,,3/2/2016,1.0575,100,100,AAA,3/2/2023,Fixed Interest Rate,Simple interest,3.07%,1,3月2日,7,7,A/365,"Interest is paid on March 2 every year, holidays are postponed",7,123.9
130785.SH,MOF (GUANGDONG) 3.07% B230224,3.0599,102.9522,100,100.8673,2.2147,103.8195,,,,2/24/2016,1.0411,100,100,AAA,2/24/2023,Fixed Interest Rate,Simple interest,3.07%,1,2月24日,7,7,A/365,The interest payment holiday is postponed on February 24 every year,7,91.4
130782.SH,MOF (HUBEI) 3.07% B230219,3.0603,102.9943,100,101.019,2.0541,104.0133,,,,2/19/2016,1.0274,100,100,AAA,2/19/2023,Fixed Interest Rate,Simple interest,3.07%,1,2月19日,7,7,A/365,"Pay interest on February 19 every year, and holidays are postponed",7,180
173802.SH,MOF (TIANJIN) 3.07% B310809,3.069,100.0084,100,100.6961,2.9852,100.7046,,,,8/9/2021,9.4959,100,100,AAA,8/9/2031,Fixed Interest Rate,Simple interest,3.07%,2,2月9日,10,10,A/365,"Pay interest on August 9 and February 9 each year, and holidays are postponed",10,160.26
173806.SH,MOF (TIANJIN) 3.07% B310809,3.067,100.0084,100,101.2663,2.8803,101.2747,,,,8/9/2021,9.4959,100,100,AAA,8/9/2031,Fixed Interest Rate,Simple interest,3.07%,2,2月9日,10,8.0049,A/365,"Pay interest on August 9 and February 9 each year, and holidays are postponed",10,93
140183.SH,MOF (GUIZHOU) 3.07% B260720,3.068,100.1766,100,101.7544,2.6484,101.9325,,,,7/20/2016,4.4411,100,100,AAA,7/20/2026,Fixed Interest Rate,Simple interest,3.07%,2,1月20日,10,10,A/365,"Pay interest on January 20 and July 20 each year, and holidays are postponed",10,40
196217.SH,22 Ping Zheng 01,3.064,100.2019,100,100.196,2.9628,100.3978,,,,1/17/2022,1.937,100,100,AAA,1/17/2024,Fixed Interest Rate,Simple interest,3.07%,1,1月17日,2,2,A/365F,"Pay interest on January 17 each year, and holidays are postponed",2,15
101015.SH,21 Jiangxi 37,3.0574,100.6372,100,101.2243,2.858,101.8615,,,,11/26/2021,6.7945,100,100,AAA,11/26/2028,Fixed Interest Rate,Simple interest,3.06%,1,11月26日,7,7,A/365,The interest payment will be postponed on November 26 every year,7,23.9946
186355.SH,21 Shandong debt refinancing special (Phase V) sh,3.0566,101.4168,100,101.3511,2.8289,102.7679,,,,8/25/2021,6.5397,100,100,AAA,8/25/2028,Fixed Interest Rate,Simple interest,3.06%,1,8月25日,7,7,A/365,The interest payment will be postponed on August 25 every year,7,386.36
186356.SH,21 Shandong debt refinancing special (phase VI) sh,3.0566,101.4168,100,101.3511,2.8289,102.7679,,,,8/25/2021,6.5397,100,100,AAA,8/25/2028,Fixed Interest Rate,Simple interest,3.06%,1,8月25日,7,7,A/365,The interest payment will be postponed on August 25 every year,7,3
186361.SH,21 Shandong special bond (phase 33) sh,3.0566,101.4168,100,101.3511,2.8289,102.7679,,,,8/25/2021,6.5397,100,100,AAA,8/25/2028,Fixed Interest Rate,Simple interest,3.06%,1,8月25日,7,7,A/365,The interest payment will be postponed on August 25 every year,7,127.98
188639.SH,GEPIC 10,3.0518,101.4252,100,100.8598,2.7002,102.2851,,,,8/24/2021,2.537,100,100,AAA,8/24/2024,Fixed Interest Rate,Simple interest,3.06%,1,8月24日,3,3,A/365F,The interest payment holiday is postponed on August 24 every year,3,30
101201.SH,21 Gansu 26,3.0591,100.3437,100,100.4654,3.005,100.812,,,,12/31/2021,9.8904,100,100,AAA,12/31/2031,Fixed Interest Rate,Simple interest,3.06%,2,6月30日,10,10,A/365,"Pay interest on December 31 and June 30 each year, and holidays are postponed",10,5
101202.SH,21 Gansu 27,3.0591,100.3437,100,100.4654,3.005,100.812,,,,12/31/2021,9.8904,100,100,AAA,12/31/2031,Fixed Interest Rate,Simple interest,3.06%,2,6月30日,10,10,A/365,"Pay interest on December 31 and June 30 each year, and holidays are postponed",10,1
140140.SH,MOF (SHANXI) 3.06% B260627,3.0577,100.3773,100,101.9079,2.5955,102.2862,,,,6/27/2016,4.3781,100,100,AAA,6/27/2026,Fixed Interest Rate,Simple interest,3.06%,2,6月27日,10,10,A/365,"Pay interest on June 27 and December 27 each year, and postpone holidays",10,29
171455.SH,MOF (GANSU) 3.06% B270617,3.0561,101.9953,100,101.6764,2.7171,103.6717,,,,6/17/2020,5.3507,100,100,AAA,6/17/2027,Fixed Interest Rate,Simple interest,3.06%,1,6月17日,7,7,A/365,"Pay interest on June 17 each year, and holidays are postponed",7,54.5
140519.SH,MOF (GUANGDONG) 3.06% B261212,3.0579,100.503,100,101.6029,2.7036,102.1073,,,,12/12/2016,4.8384,100,100,AAA,12/12/2026,Fixed Interest Rate,Simple interest,3.06%,2,6月12日,10,10,A/365,"Pay interest on December 12 and June 12 each year, and holidays are postponed",10,8.6
171436.SH,MOF (HUBEI) 3.06% B270609,3.0562,102.0624,100,101.6546,2.7202,103.7169,,,,6/9/2020,5.3288,100,100,AAA,6/9/2027,Fixed Interest Rate,Simple interest,3.06%,1,6月9日,7,7,A/365,The interest payment holiday is postponed on June 9 every year,7,83.5041
171438.SH,MOF (HUBEI) 3.06% B270609,3.0562,102.0624,100,101.6546,2.7202,103.7169,,,,6/9/2020,5.3288,100,100,AAA,6/9/2027,Fixed Interest Rate,Simple interest,3.06%,1,6月9日,7,7,A/365,The interest payment holiday is postponed on June 9 every year,7,0.2
173892.SH,21 Ningbo 27,3.0593,100.6455,100,100.4399,3.0074,101.0908,,,,11/25/2021,9.7918,100,100,AAA,11/25/2031,Fixed Interest Rate,Simple interest,3.06%,2,5月25日,10,10,A/365,"Pay interest on November 25th and May 25th each year, and holidays are postponed",10,0.4
157228.SH,MOF (TIANJIN) 3.06% B220320,2.9022,102.7414,100,100.1461,1.6103,102.8875,,,,3/20/2019,0.1068,100,100,AAA,3/20/2022,Fixed Interest Rate,Simple interest,3.06%,1,3月20日,3,3,A/365,"Pay interest on March 20 every year, and postpone holidays",3,21
157209.SH,MOF (TIANJIN) 3.06% B220308,2.8656,102.842,100,100.1005,1.6014,102.9426,,,,3/8/2019,0.074,100,100,AAA,3/8/2022,Fixed Interest Rate,Simple interest,3.06%,1,3月8日,3,3,A/365,The interest payment will be postponed on March 8 every year,3,7
160447.SH,20Fujian 18,3.0602,101.3498,100,100.7392,2.956,102.1001,,,,3/2/2020,8.0575,100,100,AAA,3/2/2030,Fixed Interest Rate,Simple interest,3.06%,2,3月2日,10,10,A/365,"Pay interest on March 2 and September 2 every year, and holidays are postponed",10,126
130790.SH,MOF (GUANGDONG) 3.06% B260302,3.0604,101.3498,100,101.9986,2.538,103.3595,,,,3/2/2016,4.0575,100,100,AAA,3/2/2026,Fixed Interest Rate,Simple interest,3.06%,2,3月2日,10,10,A/365,"Pay interest on March 2 and September 2 every year, and holidays are postponed",10,123.9
160344.SH,20Hubei 07,3.0579,102.9678,100,101.7167,2.6903,104.6845,,,,2/21/2020,5.0329,100,100,AAA,2/21/2027,Fixed Interest Rate,Simple interest,3.06%,1,2月21日,7,7,A/365,"Pay interest on February 21 every year, and postpone holidays",7,0.9
160345.SH,20 Hubei 08,3.0579,102.9678,100,101.7167,2.6903,104.6845,,,,2/21/2020,5.0329,100,100,AAA,2/21/2027,Fixed Interest Rate,Simple interest,3.06%,1,2月21日,7,7,A/365,"Pay interest on February 21 every year, and postpone holidays",7,0.89
186143.SH,MOF (HUBEI) 3.06% B310728,3.059,100.109,100,100.3411,3.0182,100.451,,,,7/28/2021,9.463,100,100,AAA,7/28/2031,Fixed Interest Rate,Simple interest,3.06%,2,1月28日,10,10,A/365,"Pay interest on July 28 and January 28 each year, and holidays are postponed",10,32.4002
186144.SH,MOF (HUBEI) 3.06% B310728,3.059,100.109,100,100.3411,3.0182,100.451,,,,7/28/2021,9.463,100,100,AAA,7/28/2031,Fixed Interest Rate,Simple interest,3.06%,2,1月28日,10,10,A/365,"Pay interest on July 28 and January 28 each year, and holidays are postponed",10,0.59
186146.SH,MOF (HUBEI) 3.06% B310728,3.057,100.109,100,101.0865,2.8964,101.1964,,,,7/28/2021,9.463,100,100,AAA,7/28/2031,Fixed Interest Rate,Simple interest,3.06%,2,1月28日,10,8.0049,A/365,"Pay interest on July 28 and January 28 each year, and holidays are postponed",10,5.4
101196.SH,21 Shandong 80,3.0479,100.3593,100,101.0452,2.8797,101.4045,,,,12/29/2021,6.8849,100,100,AAA,12/29/2028,Fixed Interest Rate,Simple interest,3.05%,1,12月29日,7,7,A/365,The interest payment holiday is postponed on December 29 every year,7,4
101197.SH,21 Shandong 81,3.0479,100.3593,100,101.0452,2.8797,101.4045,,,,12/29/2021,6.8849,100,100,AAA,12/29/2028,Fixed Interest Rate,Simple interest,3.05%,1,12月29日,7,7,A/365,The interest payment holiday is postponed on December 29 every year,7,5.5
101200.SH,21 Shandong 84,3.0479,100.3593,100,101.0452,2.8797,101.4045,,,,12/29/2021,6.8849,100,100,AAA,12/29/2028,Fixed Interest Rate,Simple interest,3.05%,1,12月29日,7,7,A/365,The interest payment holiday is postponed on December 29 every year,7,5.95
140518.SH,MOF (GUANGDONG) 3.05% B231212,3.0418,100.5014,100,101.2271,2.3563,101.7285,,,,12/12/2016,1.8384,100,100,AAA,12/12/2023,Fixed Interest Rate,Simple interest,3.05%,1,12月12日,7,7,A/365,"Pay interest on December 12 every year, and holidays are postponed",7,5.8
185066.SH,21 Huadian 08,3.0441,100.61,100,100.8291,2.7359,101.4391,,,,11/29/2021,2.8027,100,100,AAA,11/29/2024,Fixed Interest Rate,Simple interest,3.05%,1,11月29日,3,3,A/365F,"Pay interest on November 29 every year, and holidays are postponed",3,15
188971.SH,21 Changdian 01,2.7491,101.5471,100.77,100.9233,2.6936,101.7004,,,,11/9/2021,2.7479,100,100,AAA,11/9/2024,Fixed Interest Rate,Simple interest,3.05%,1,11月9日,3,3,A/365F,The interest payment will be postponed on November 9 every year,3,20
186675.SH,21 Shandong bonds are generally 3 phases of SH.,3.0458,100.9275,100,101.7465,2.6476,102.674,,,,10/22/2021,4.6986,100,100,AAA,10/22/2026,Fixed Interest Rate,Simple interest,3.05%,1,10月22日,5,5,A/365,The interest payment will be postponed on October 22 every year,5,4
188534.SH,PING AN SECURITIES 3.05% B240809,3.0417,101.5459,100,100.8365,2.6943,102.3824,,,,8/9/2021,2.4959,100,100,AAA,8/9/2024,Fixed Interest Rate,Simple interest,3.05%,1,8月9日,3,3,A/365F,Interest payment will be postponed on August 9 every year,3,30
188541.SH,SPIC 3.05% B240809,3.0417,101.5459,100,100.8662,2.6819,102.4121,,,,8/9/2021,2.4959,100,100,AAA,8/9/2024,Fixed Interest Rate,Simple interest,3.05%,1,8月9日,3,3,A/365F,Interest payment will be postponed on August 9 every year,3,30
186142.SH,MOF (HUBEI) 3.05% B280728,3.0466,101.6462,100,101.3946,2.8091,103.0408,,,,7/28/2021,6.463,100,100,AAA,7/28/2028,Fixed Interest Rate,Simple interest,3.05%,1,7月28日,7,7,A/365,"Pay interest on July 28 every year, and holidays are postponed",7,14.0097
186153.SH,MOF (HUBEI) 3.05% B280728,3.0466,101.6462,100,101.3946,2.8091,103.0408,,,,7/28/2021,6.463,100,100,AAA,7/28/2028,Fixed Interest Rate,Simple interest,3.05%,1,7月28日,7,7,A/365,"Pay interest on July 28 every year, and holidays are postponed",7,14.5
140123.SH,MOF (JIANGXI) 3.05% B230622,3.0356,101.947,100,101.0004,2.2894,102.9474,,,,6/22/2016,1.3644,100,100,AAA,6/22/2023,Fixed Interest Rate,Simple interest,3.05%,1,6月22日,7,7,A/365,The interest payment holiday is extended on June 22 every year,7,39.2
171439.SH,MOF (HUBEI) 3.05% B300609,3.0487,100.5264,100,100.4129,2.9933,100.9407,,,,6/9/2020,8.3288,100,100,AAA,6/9/2030,Fixed Interest Rate,Simple interest,3.05%,2,6月9日,10,10,A/365,Every year on June 9th and December 9th interest-bearing holidays are postponed,10,32.24
163520.SH,YEIG 3.05% B230429,3.0363,102.3982,100,97.4804,5.235,99.8786,,,,4/29/2020,1.2164,100,100,AAA,4/29/2023,Fixed Interest Rate,Simple interest,3.05%,1,4月29日,3,3,A/365F,The annual interest payment holiday is extended on April 29th,3,20
130889.SH,MOF (GUIZHOU) 3.05% B230408,3.0371,102.5737,100,100.9555,2.2001,103.5292,,,,4/8/2016,1.1589,100,100,AAA,4/8/2023,Fixed Interest Rate,Simple interest,3.05%,1,4月8日,7,7,A/365,"Pay interest on April 8 every year, and postpone holidays",7,150
130845.SH,MOF (NINGXIA) 3.05% B260325,3.0497,101.1532,100,101.8917,2.5627,103.0544,,,,3/25/2016,4.1205,100,100,AAA,3/25/2026,Fixed Interest Rate,Simple interest,3.05%,2,3月25日,10,10,A/365,"Pay interest on March 25th and September 25th each year, and holidays are postponed",10,7
130840.SH,MOF (JIANGXI) 3.05% B230325,3.0378,102.6907,100,100.9713,2.1581,103.662,,,,3/25/2016,1.1205,100,100,AAA,3/25/2023,Fixed Interest Rate,Simple interest,3.05%,1,3月25日,7,7,A/365,"Pay interest on March 25 every year, and postpone holidays",7,26.7
163325.SH,GTJA 3.05% B230323,4.2923,101.3674,98.66,100.54,2.548,103.2474,,,,3/23/2020,1.1151,100,100,AAA,3/23/2023,Fixed Interest Rate,Simple interest,3.05%,1,3月23日,3,3,A/365F,The interest payment holiday is postponed on March 23 every year,3,40
130827.SH,MOF (YUNNAN) 3.05% B260322,3.0498,101.1782,100,101.6415,2.6257,102.8295,,,,3/22/2016,4.1123,100,100,AAA,3/22/2026,Fixed Interest Rate,Simple interest,3.05%,2,3月22日,10,10,A/365,Interest payment holidays on March 22 and September 22 each year are postponed,10,37
130829.SH,MOF (YUNNAN) 3.05% B260322,3.0498,101.1782,100,101.6415,2.6257,102.8295,,,,3/22/2016,4.1123,100,100,AAA,3/22/2026,Fixed Interest Rate,Simple interest,3.05%,2,3月22日,10,10,A/365,Interest payment holidays on March 22 and September 22 each year are postponed,10,70
163312.SH,20 WuHu County 01,2.1067,103.7425,101.01,100.3995,2.6745,103.132,,,,3/20/2020,1.1068,100,100,AAA,3/20/2023,Fixed Interest Rate,Simple interest,3.05%,1,3月20日,3,3,A/365F,"Pay interest on March 20 every year, and postpone holidays",3,10
163212.SH,20 NingHai County 01,3.7579,102.1095,99.26,100.3478,2.7121,103.1973,,,,3/6/2020,1.0685,100,100,AAA,3/6/2023,Fixed Interest Rate,Simple interest,3.05%,1,3月6日,3,3,A/365F,"Interest is paid on March 6 every year, holidays are postponed",3,10
163181.SH,20DongFeng 01,3.3549,102.5879,99.68,100.5415,2.5176,103.4494,,,,2/27/2020,1.0493,100,100,AAA,2/27/2023,Fixed Interest Rate,Simple interest,3.05%,1,2月27日,3,3,A/365F,"Pay interest on February 27 every year, and postpone holidays",3,30
163152.SH,20CHNE02,2.59,103.4332,100.45,100.5268,2.5205,103.51,,,,2/18/2020,1.0247,100,100,AAA,2/18/2023,Fixed Interest Rate,Simple interest,3.05%,1,2月18日,3,3,A/365F,"Pay interest on February 18 every year, and postpone holidays",3,30
185284.SH,22 State Control 01,3.0461,100.1922,100,100.2837,2.9468,100.4759,,,,1/18/2022,2.9397,100,100,AAA,1/18/2025,Fixed Interest Rate,Simple interest,3.05%,1,1月18日,3,3,A/365F,"Pay interest on January 18 each year, and holidays are postponed",3,10
188571.SH,21 Haitong 07,3.0318,101.4492,100,100.8185,2.6959,102.2677,,,,8/20/2021,2.526,100,100,AAA,8/20/2024,Fixed Interest Rate,Simple interest,3.04%,1,8月20日,3,3,A/365F,The interest payment holiday will be postponed on August 20 every year,3,30
186184.SH,MOF (HEBEI) 3.04% B280802,3.0366,101.5991,100,100.9957,2.8675,102.5948,,,,8/2/2021,6.4767,100,100,AAA,8/2/2028,Fixed Interest Rate,Simple interest,3.04%,1,8月2日,7,7,A/365,The interest payment will be postponed on August 2 every year,7,71.57
186186.SH,MOF (HEBEI) 3.04% B280802,3.0366,101.5991,100,100.9957,2.8675,102.5948,,,,8/2/2021,6.4767,100,100,AAA,8/2/2028,Fixed Interest Rate,Simple interest,3.04%,1,8月2日,7,7,A/365,The interest payment will be postponed on August 2 every year,7,41.63
186086.SH,MOF (JILIN) 3.04% B260726,3.0352,101.6574,100,101.7059,2.6269,103.3633,,,,7/26/2021,4.4575,100,100,AAA,7/26/2026,Fixed Interest Rate,Simple interest,3.04%,1,7月26日,5,5,A/365,The interest payment will be postponed on July 26 every year,5,49.7152
130863.SH,MOF (ANHUI) 3.04% B260401,3.038,101.0994,100,101.851,2.5651,102.9535,,,,4/1/2016,4.1397,100,100,AAA,4/1/2026,Fixed Interest Rate,Simple interest,3.04%,2,4月1日,10,10,A/365,"Interest is paid on April 1 and October 1 every year, and holidays are postponed",10,62
130867.SH,MOF (QINGHAI) 3.04% B260401,3.038,101.0994,100,101.7453,2.5919,102.8477,,,,4/1/2016,4.1397,100,100,AAA,4/1/2026,Fixed Interest Rate,Simple interest,3.04%,2,4月1日,10,10,A/365,"Interest is paid on April 1 and October 1 every year, and holidays are postponed",10,58.5
157235.SH,MOF (NINGBO) 3.04% B220328,2.8981,102.6569,100,100.1739,1.6144,102.8308,,,,3/28/2019,0.1288,100,100,AAA,3/28/2022,Fixed Interest Rate,Simple interest,3.04%,1,3月28日,3,3,A/365,"Pay interest on March 28 every year, and postpone holidays",3,8.4
163358.SH,20 Shanghai City 01,3.3408,102.3335,99.66,100.5167,2.5626,103.1903,,,,3/26/2020,1.1233,100,100,AAA,3/26/2023,Fixed Interest Rate,Simple interest,3.04%,1,3月26日,3,3,A/365F,"March 26, March 26, payment, holiday",3,15
130844.SH,MOF (NINGXIA) 3.04% B230325,3.0279,102.6819,100,100.9994,2.1228,103.6813,,,,3/25/2016,1.1205,100,100,AAA,3/25/2023,Fixed Interest Rate,Simple interest,3.04%,1,3月25日,7,7,A/365,"Pay interest on March 25 every year, and postpone holidays",7,21
160455.SH,20Hebei 08,3.0376,102.8568,100,101.6163,2.6936,104.4731,,,,3/4/2020,5.063,100,100,AAA,3/4/2027,Fixed Interest Rate,Simple interest,3.04%,1,3月4日,7,7,A/365,"Pay interest on March 4 every year, and holidays are postponed",7,61
163178.SH,20 HuZhou 01,1.8673,104.0751,101.21,100.5052,2.5478,103.3703,,,,3/3/2020,1.0603,100,100,AAA,3/3/2023,Fixed Interest Rate,Simple interest,3.04%,1,3月3日,3,3,A/365F,"Pay interest on March 3 every year, and postpone holidays",3,20
130786.SH,MOF (GUANGDONG) 3.04% B260224,3.0345,101.4159,100,101.9175,2.5372,103.3218,,,,2/24/2016,4.0411,100,100,AAA,2/24/2026,Fixed Interest Rate,Simple interest,3.04%,2,2月24日,10,10,A/365,The interest payment on February 24 and August 24 of each year will be postponed,10,137.1
130783.SH,MOF (HUBEI) 3.04% B260219,3.0345,101.4575,100,101.8478,2.5538,103.2934,,,,2/19/2016,4.0274,100,100,AAA,2/19/2026,Fixed Interest Rate,Simple interest,3.04%,2,2月19日,10,10,A/365,The interest payment on February 19 and August 19 will be postponed every year,10,60
101090.SH,21 E 146,3.0275,100.5894,100,101.0737,2.8531,101.6631,,,,12/1/2021,6.8082,100,100,AAA,12/1/2028,Fixed Interest Rate,Simple interest,3.03%,1,12月1日,7,7,A/365,The interest payment on December 1 of each year will be postponed,7,0.21
101094.SH,21 E 150,3.0265,100.5894,100,101.538,2.6814,102.1274,,,,12/1/2021,6.8082,100,100,AAA,12/1/2028,Fixed Interest Rate,Simple interest,3.03%,1,12月1日,7,5.0033,A/365,The interest payment on December 1 of each year will be postponed,7,2
186529.SH,21 Jiangxi 22,3.0268,101.212,100,101.2005,2.8264,102.4125,,,,9/17/2021,6.6027,100,100,AAA,9/17/2028,Fixed Interest Rate,Simple interest,3.03%,1,9月17日,7,7,A/365,The interest payment will be postponed on September 17 every year,7,4.4034
188324.SH,21 Huatai 11,3.0221,101.295,100,100.772,2.7113,102.067,,,,9/7/2021,2.5753,100,100,AAA,9/7/2024,Fixed Interest Rate,Simple interest,3.03%,1,9月7日,3,3,A/365F,"Interest is paid on September 7 every year, holidays are postponed",3,15
171669.SH,MOF (SHANGHAI) 3.03% B230827,3.0169,101.3863,100,101.0282,2.3378,102.4145,,,,8/27/2020,1.5452,100,100,AAA,8/27/2023,Fixed Interest Rate,Simple interest,3.03%,1,8月27日,3,3,A/365,"Pay interest on August 27 every year, and postpone holidays",3,23.4
160091.SH,MOF (SHANXI) 3.03% B220826,2.9733,101.3946,100,100.5865,1.9056,101.9811,,,,8/26/2019,0.5425,100,100,AAA,8/26/2022,Fixed Interest Rate,Simple interest,3.03%,1,8月26日,3,3,A/365,"Pay interest on August 26 every year, and postpone holidays",3,4.55
